StitchID,StitchName,MultipleOf,StitchesPlus,SourceURL,Row #,Side,Repeat,End Row
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,1,R,"(K1-b, K3) 3 times, k1-b, p3",K1-b
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,2,W,Knit the knit stitches and purl the purl stitches,
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,3,R,"(K1-b, K3) 3 times, k1-b, p3",K1-b
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,4,W,Knit the knit stitches and purl the purl stitches,
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,5,R,"(K1-b, K3) twice, k1-b, p3, k1-b, k3",K1-b
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,6,W,Knit the knit stitches and purl the purl stitches,
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,7,R,"(K1-b, K3) twice, k1-b, p3, k1-b, k3",K1-b
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,8,W,Knit the knit stitches and purl the purl stitches,
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,9,R,"K1-b, K3, K1-b, p3, (K1-b, K3) twice",K1-b
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,10,W,Knit the knit stitches and purl the purl stitches,
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,11,R,"K1-b, K3, K1-b, p3, (K1-b, K3) twice",K1-b
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,12,W,Knit the knit stitches and purl the purl stitches,
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,13,R,"K1-b, p3, (K1-b, K3) 3 times",K1 -b
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,14,W,Knit the knit stitches and purl the purl stitches,
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,15,R,"K1-b, p3, (K1-b, K3) 3 times",K1-b
1012,Staggered Little Squares,Multiple of 16 stitches,plus 1 additional stitch,https://www.knittingfool.com/StitchIndex/StitchDetail.aspx?StitchID=1012,16,W,Knit the knit stitches and purl the purl stitches,
